property_id,property_link,listing_title,description,location,num_bedrooms,num_bathrooms,max_tenants,deposit,rent_pcm,bills_included,student_friendly,family_friendly,pet_friendly,smoker_friendly,available_from,min_tenancy_months,garden,parking,fireplace,furnishing,closest_station,closest_station_mins,postcode,scrape_date
1209766,https://www.openrent.co.uk//1209766,"1 Bed Flat, St. JohnâS Street, EC1V","Luxurious Self Contained 1 bed With open plan kitchen centrally located on fashionable St John Street, Clerkenwell. It is situated on the second floor in a quite building.Ideal as a weekday pied-a-terre, as a short term base for professional contractors, consultants etc or just for a leisure stay.Accommodation is extremely quiet and features all the comfort and convenience of a boutique hotel but at budget hotel rates:Deluxe ensuite shower room with a bath tab, basin and WCSamsung LED TV Deluxe Queen bedOriginal Sash Windows ( double glazed)Blackout blinds Bespoke Storage in sleeping areaLeather sofa and leather chairs Complimentary High Speed Wi-Fi Kitchenette including fridge, hob, sink, dishwasher, kettle, cafetiere, toaster, microwave oven, dining table and chairs; utensils and crockery provided.Complimentary toiletriesProfessional pre-cleaning serviceLinen and towels provided",London,1,1,2,918,1990,Yes,No,No,Yes,No,02-Nov-21,3,No,No,No,Furnished,Farringdon,6,EC1V,14-Sep-21
1201581,https://www.openrent.co.uk//1201581,"1 Bed Terraced House, Grosvenor Road, SW1V","Luxury raised ground floor apartment with a large window in central London, Pimlico. The flat sits on the road right on the River Thames. Designer kitchen, separate office space, luxury linens, antique furniture, wifi, arts and books.It is our home, so we have beautiful personal items that will make you feel cosy, but we ask you to please take care of it. It is newly redecorates internally and externally. The flat is about a 7 minute walk from the Pimlico Underground station (Victoria line). Also, just outside the flat is a bus stop - bus 24 takes you all the way to Oxford St through Parliament, Westminster Abbey, Trafalgar Sq, and Soho.Includes electricity, gas, water, WiFi bills. Fully furnished.",London,1,1,2,1181,2560,Yes,Yes,Yes,No,No,01-Dec-21,3,No,No,No,Furnished,Pimlico Station,7,SW1V,14-Sep-21
1210034,https://www.openrent.co.uk//1210034,"Studio Flat, Florin Court, EC1M","Studio flat in Florin Court, Charterhouse Square.  Very close to Barbican tube (2 mins) and Farringdon Road tube (8 mins).Short walk to the heart of the City at Moorgate and Bank with excellent local amenities.Florin Court is an art deco apartment building with a private roof terrace with stunning views across London, a swimming pool and a small gym which are all free to use by residents.The flat is on the top (9th) floor and has a living/bedroom with a large fold down bed, kitchen and bathroom.It is fully furnished and is ideal for a single professional person who needs to be close to the city.The Rent includes heating and water charges. The tenant is responsible for electricity, Council Tax, TV license and telephone and broadband.  Available from the 23rd October for a minimum 1 year rent.  NO AGENCY OR ADMIN FEES.",London,1,1,2,1528,1325,Yes,Yes,No,No,No,23-Oct-21,12,No,No,No,Furnished,Barbican Station,2,EC1M,14-Sep-21
1208536,https://www.openrent.co.uk//1208536,"2 Bed Flat, Hand Axe Yard, WC1X","Luxurious two bedroom, two bathroom apartment in the heart of London at central Kings Cross Station; solid wood flooring throughout, designer bathrooms, designer kitchen, private out door balcony, set back open plan with large reception, must be seen & contact us to view.Bespoke LocationClose to StationDesigner KitchenLuxurious ThroughoutModern ThroughoutNew BuildTwo Designer BathroomsTwo Large BedroomsResidents Only Gym",London,2,2,4,3000,2600,No,Yes,Yes,Yes,Yes,15-Nov-21,12,Yes,No,No,Furnished,"King's Cross St. Pancras , Underground Station",3,WC1X,14-Sep-21
1209491,https://www.openrent.co.uk//1209491,"1 Bed Flat, Walworth Road, SE1","The flatBeautiful one bedroom flat on the 18th floor of the iconic Strata buildingView eastwards to catch the rising sunOverlooking the new Elephant Park, with a view of Canary Wharf in the distance, and the top of the Shard with its nightly light showsNewly renovated wooden floor, fully furnished, 47mÂ² (508 sq ft)The buildingFast, accessible card-secured liftsHard-working and friendly 24h concierge for managing parcel deliveries and other mattersExtremely cheap hot water and heating provided from a common boiler.The areaWithin very short walking distance...Numerous restaurants, pubs and bars - all very much upgraded from what you might remember of Elephant and Castle!Mercato Metropolitano - a huge street food market and brewery, with cocktail bars, a music venue, and shop selling gourmet and artisan foodsSeveral private gyms and The Castle, a modern sports centre, gym and swimming pool gym run by the local authority Two lovely parksA medium-size Sainsburys, including a selection of homewaresWalworth Road - a vibrant shopping street preserving some of the old character of the areaEast Street market - a very established and traditional old London marketSouthwark Playhouse theatreThe locationIncredibly central - can walk to Waterloo, Blackfriars, London Bridge, Borough Market with easeThe Bakerloo and Northern lines (on the Bank branch) are two minutes walk awayCountless buses pass through in all directionsLarge, free, secure and dry cycle parking in the basementSantander hire cycles right outside",London,1,1,2,1961,1700,No,No,Yes,No,No,14-Sep-21,12,No,No,No,Furnished,"Elephant And Castle, Rail Station",2,SE1,14-Sep-21
1152045,https://www.openrent.co.uk//1152045,"Room in a Shared Flat, Stanhope Place, W2","double en-suite room moments from Oxford Street and opposite Hyde Park.(post code: w2 )This ad is for a room only and not the whole apartment.! short term!Room is available from 16 October 2021Strictly no timewasters! !!!!!!!The minimum stay is 1 weekMaximum stay is 2-3 months.No smokers please!!!3 min walk from marble arch station.The room has a double bed, table for dining in room, walk-in wardrobe, and comes with bedding and is ready to move into.Cable tv and wifi.There is as well a back gardenThe room is en-suite.You will have your own private bathroom.The room is suitable for short- term only.Suitable for those looking to move in the next few days/weeks.Price may differ for couples or if taken for a shorter periodThe kitchen is shared. There is no communal/shared living room.Bedding is included.No tenancy agreement will be given as this is a short-term rental!All bills included!No timewasters!",London,2,2,2,0,1450,Yes,Yes,No,No,No,16-Oct-21,1,Yes,No,No,Furnished,Marble Arch Station,5,W2,14-Sep-21
1154323,https://www.openrent.co.uk//1154323,"2 Bed Maisonette, Stanhope Place, W2","Located seconds away from Hyde Park, this superb two bedroom maisonette with views to Hyde park through a private balcony boasts generously proportioned interiors, a separate eating kitchen and a large reception room.Property features Two stunning bathrooms FurnishedModern Kitchen with built in appliances Bright throughout the whole propertyPlenty of storage space Traditional period features including original fire placeLogisticsMarble Arch tube station 4 min walkPaddington train station 5 min cab rideHeathrow Airport 30 minsGP practise 1 min away at Connaught SquareLocated next to top primary London schools such as Wetherby, Pembridge Hall, Connaught School etcLocal supermarkets 5 mins walk Oxford Street is 5 mins away",London,2,2,4,1292,2800,No,Yes,Yes,No,No,01-Oct-21,6,No,No,Yes,Furnished,Marble Arch Station,5,W2,14-Sep-21
939290,https://www.openrent.co.uk//939290,"2 Bed Flat, St John Street, EC1V","Â·        Central ClerkenwellÂ·        Large bright sunny dual aspect top floor flatÂ·        Recently refurbished and redecoratedÂ·        Secure private lawned developmentÂ·        Weekday and Saturday morning conciergeÂ·        Waitrose 2 minutesâ walkÂ·        Walking distance to City, Midtown and WestEndÂ·        Excellent national and international transport linksÂ·        Parking available by separate negotiationÂ·        Owned and managed directly by an NRLA registered landlordA large bright and sunny dual aspect top floor two bedroom flat (3rd) very quietly situated in the middle of this camera monitored private residential development in the centre of Clerkenwell, it is ideal for professionals looking to share or a young family. Clerkenwell is a truly lovely part of London, steeped in history, and marvellously central whilst retaining a village like ambiance around Clerkenwell Green.At over 900 square feet, the flat has a large sitting room (15x17 feet) with two high quality sofas, an armchair and solid oak extending dining table which will seat six comfortably. The large separate kitchen has all the normal German appliances (Fridge Freezer,Dishwasher, Washer Machine Dryer and Integrated Microwave), gas hob and generous storage space. The large master bedroom (15 x 15 feet) benefits from a super king size newly refurbished ensuite with a 1200mm shower enclosure and ample fitted and freestanding storage. The second bedroom (14 x 8 feet) is as large as many other flatsâ master bedrooms, with a king size bed  and has the use of the unusually spacious family bathroom with over the bath shower. It was completely redecorated and refurbished within the last 6 monthsThe development is very well run and has an on-site daytime concierge, beloved by previous tenants, weekdays and Saturday mornings. Almost uniquely in Clerkenwell, the secure private internal courtyard has lawned areas which have attracted families in recent years. Being in central Clerkenwell, there is a wealth of restaurants and bars available in the immediate surroundings as well as a Waitrose and a Tesco 2 minutesâ walk away. The flat is ideally situated for walking or cycling to the City, Midtown or the WestEnd. At the same time,it has unparalleled access to national and international transport links from Farringdon tube and CrossRail/Elizabeth Line stations (due to open finally at the end of this year). From Farringdon, Canary Wharf will be accessible in 9 minutes, Bond Street in 5 and Heathrow in 30. Thameslink connects to Gatwick and Luton airports in under an hour whilst Eurostar at St Pancras and East Coast mainline services are one stop from Farringdon or a 10 minute cab journey. However, the great joy,having lived in this flat for 4 years, and still living in Clerkenwell, is that you can walk to most places in central London and be at the Thames and Tate in20 minutesâ walk. A car is therefore unnecessary but if you need space for a car, parking in a secure carpark under the development is available by separate negotiation.",London,2,2,2,1874,2708,No,Yes,Yes,No,No,14-Sep-21,6,No,Yes,No,Furnished,Farringdon,7,EC1V,14-Sep-21
1202543,https://www.openrent.co.uk//1202543,"1 Bed Flat, Great Percy Street, WC1X","ATTRACTIVE 1 BED with SUNNY PATIO in BLOOMSBURY/CLERKENWELL Comfortable, well-furnished flat in Grade II listed town house. Quiet street in charming inner city conservation area and Ultra Low Emission Zone. Walking distance to City and West End; many nearby transport links.  Separate entrance. Living room with period fireplace, original window shutters. Modern kitchen finished in solid oak. Double bedroom with built-in closet. En-suite bathroom/toilet. South-facing rear doors open to sunny private patio.Partition between rooms can open wide to make single large space with wooden floors, natural light from two directions, through ventilation. Washing machine and freezer in lobby/utility area. Resident parking scheme and concession rate for Congestion Charge available. Council tax and utilities are tenant responsibilities and average about Â£60 a week. Please make inquiries in writing providing an email on your OpenRent profile and giving some detail of who the tenant or tenants would be.Recent comments:Tenants for 2 years left when they could afford a larger flat: ""We absolutely love this place, and have from the very start. It has been the best first home for us together.""Tenants for 2 years left for jobs in USA: âThe first London flat that felt like home""; Tenants for 2-1/2 years left for jobs in Germany: âWe will be quite sad to leave the wonderful flat.â",London,1,1,2,1499,1499,No,Yes,No,No,No,14-Sep-21,11,Yes,Yes,Yes,Furnished,King's Crosslondon,10,WC1X,14-Sep-21
1139811,https://www.openrent.co.uk//1139811,"Studio Flat, Gloucester Place, W1U","A  spacious lower ground studio flat of this exquisite Georgian Building. Offering fully furnished accommodation with a fully equipped open plan kitchen, washing machine and large fully tiled bathroom. Three minute walk to Baker Street Underground. Close to Regent's Park, Universities, Libraries, Restaurants, Cafe/Bars, Banks, Post Office, Supermarkets etc.Easy Access to a huge variety of London Bus Routes.Single Full-Time Student Preferred.",London,1,1,1,1549,1343,No,Yes,No,No,No,14-Sep-21,12,Yes,No,No,Furnished,Baker Street Station,6,W1U,14-Sep-21
1139817,https://www.openrent.co.uk//1139817,"2 Bed Flat, Gloucester Place, W1U","Presenting this fantastic furnished period Georgian conversion consisting of 2 double bedrooms, separate and spacious lounge, fully fitted kitchen (washer, fridge freezer and dishwasher), separate and fully tiled bathroom with a power shower. The property has plenty of character with high ceilings and original features such as fire places.Sharers welcome. Suitable for 2 sharing. Corporate and students welcome.Being furnished this superb apartment benefits from being in a prime location, close to Regent's Park, universities, libraries, restaurants, cafÃ©/bars, banks, post office, supermarkets and accessing a huge variety of London bus routes and tube station (Baker Street - Bakerloo Line, Circle, Hammersmith & City, Metropolitan).",London,2,1,2,2775,2405,No,Yes,Yes,No,No,14-Sep-21,12,No,No,No,Furnished,Baker Street Station,6,W1U,14-Sep-21
1141728,https://www.openrent.co.uk//1141728,"1 Bed Flat, Gloucester Place, W1U","Presenting this fantastic furnished period Georgian conversion consisting of 1 double bedroom, separate and spacious lounge, fully fitted kitchen (washer, fridge freezer), separate and fully tiled bathroom with a power shower. The property has plenty of character with high ceilings and original features.Corporate and students welcome.Being furnished this superb apartment benefits from being in a prime location, close to Regent's Park, universities, libraries, restaurants, cafÃ©/bars, banks, post office, supermarkets and accessing a huge variety of London bus routes and tube station (Baker Street - Bakerloo Line, Circle, Hammersmith & City, Metropolitan).",London,1,1,2,2175,1885,No,Yes,Yes,No,No,18-Oct-21,12,No,No,No,Furnished,Baker Street Station,6,W1U,14-Sep-21
1190822,https://www.openrent.co.uk//1190822,"Studio Flat, Gloucester Place, W1U","A  spacious lower ground studio flat of this exquisite Georgian Building. The accommodation is fully furnished and equipped with a separate kitchen and cosy study/diner area. The flat further boasts a large tiled bathroom with bathtub and lots of storage space. Three minute walk to Baker Street and Marylebone Underground. Close to Regent's Park, London Business School and other Universities, Libraries, Restaurants, Cafe/Bars, Banks, Post Office, Supermarkets etc. Easy Access to a huge variety of London Bus Routes.",London,1,1,1,1620,1473,No,Yes,No,No,No,14-Sep-21,12,Yes,No,No,Furnished,Baker Street Station,6,W1U,14-Sep-21
1181684,https://www.openrent.co.uk//1181684,"3 Bed Penthouse, Mountjoy House, EC2Y","Three bedroomed / two bathroom 1300 sq ft newly gut renovated penthouse maisonette with very rare outdoor terrace within the iconic Barbican.Newly refurbished after complete strip out with brand new wiring, plumbing and:Motorised shades and curtains throughoutFree superfast wifi already connected and included in rent (50Mbps with potential to upgrade to 1000 Mbps package)Miele integrated appliances including a steam oven, micro-combi oven, dishwasher, fridge, washing machine, and tumble dryer Frost-free AEG freezerPhillips Hue mood lighting in each room complete with a hub for remote control of lights for app-controlled lightingCaesarstone Cloudburst Concrete kitchen worktopQuooker tap for boiling water on demandSilent Gliss 'Wave' blinds and 'Wave' curtains - remote controlled via Silent Gliss Motion Hub and appPergo Flooring - Long Grey Oak plank55"" Samsung 'The Frame' TV with Sonos PlaybarTV wired up for Nintendo SwitchCAT 5 cabling in most roomsNest wired smoke alarms (control with app)Nest wired smoke alarms on both levels - control with the Nest appAnti-pollen and insect-proof fly screens fitted in two bedrooms.Large outdoor terrace overlooking lake and church.Underfloor heating included in rentNeatsmith mirrored sliding door wardrobes in two bedrooms with automatic lighting.The fully-tiled bathrooms benefit from wall-hung toilets, LED-lit touch-controlled bathroom cabinets, Crosswater and Gerberit fixtures and fittings, Merlyn shower screen, brand new hot water cylinders, shower pumps, Fired Earth tiles, and remote-controlled chrome towel heaters.Work from home with CAT 5 cabling throughout and fibre broadband already connected (50Mpbs but packages availeble of up to 1000 Mbps)German gloss white handleless kitchen with Caesarstone Cloud Concrete worktop, Miele appliances, Quooker tap, Kensington Grey glass splashback and LED lighting.Stunning Barbican apartment on top two floors with double-height ceilings in both main living area, master bedroom and master bathroom.This apartment was the subject of a major strip out and refurb and benefits from brand new wiring, plumbing and high-end fixtures and fittings in 2 (Number Removed After Let) . You will be its first tenants.The Barbican benefits from a private car park (separate fee to be paid to City of London), private residents' gardens, 24/7 security who also oversee collection and deliveries of parcels, front door rubbish collections (Mon-Fri). There is also guest parking, recycled rubbish and large waste collections free of charge.The Barbican is Europe's largest arts centre.City of London Council Tax Class B Â£1749/annum",London,3,2,3,6103,5290,No,No,Yes,No,No,14-Sep-21,12,Yes,No,No,Unfurnished,Barbican Station,4,EC2Y,14-Sep-21
1209657,https://www.openrent.co.uk//1209657,"1 Bed Flat, Long Lane, SE1","+++LONDON BRIDGE 1 BEDROOM APARTMENT, STYLISH & CONTEMPORARY, SPACIOUS, FURNISHED++A stylish and contemporary one bedroom apartment, with on-site porter, located behind main road and garden facing. Quiet and safe. Tesco and other facilities just minutes walk. This beautiful and spacious apartment comprises entrance hall with airing cupboard/storage, living/dining room with wooden flooring and open plan contemporary fitted Siemens designer kitchen and island, wooden worktop, integrated appliances and fitted units, double bedroom and stylish bathroom suite. The apartment has the benefit of a passenger lift.Walking distance to all you need such as â¦-         2 minutes to Borough tube station (Northern Line); 4 minutes to London Bridge tube (Jubilee Line) / rail station -         4 minutes to Shard, Borough Market, Tabard Gardens-         Tesco Express, Southwark Library, great pubs and restaurants, St Georgeâs Churchyard Gardens just downstairs-         15-25 minutes to Tower Bridge, Bank of England, London Stock Exchange, lots of professional institutes  High specification â¦-         Siemens designer kitchen with cooker, built-in fridge freezer, washer-dryer, dishwasher, oven and microwave-         Designer radiator-         Wooden floor-         Carpeted bedroom-         Bath shower-         Stylish finishing touch eg chrome sockets /switches-         Spacious(Circa 540 sq.ft)-         Security entrance with grand foyer and entry phone Features â¦- Indoor car park available (but not included),where you can store your bike.- Ideal for professional/ student- five weeksâ deposit but zero deposit scheme also available- Available immediately- Council tax band E- NRLA (National Residential Landlord Association) accredited member",London,1,1,2,2074,1798,No,Yes,No,No,No,14-Sep-21,12,No,No,No,Furnished,Borough Station,2,SE1,14-Sep-21
1191979,https://www.openrent.co.uk//1191979,"1 Bed Flat, Eversholt Street, NW1","One bedroom apartment on 1st floor offering high ceilings , loads of natural light , dark floors , double glazed windows , fully fitted kitchen , furnished , two wardrobes. Double bed , full gas central heating , great central location. 2 min walk to Euston station , loads of bus choice , short walk to Regentâs Park , soho, and Camden Town . Bills not included.This comes furnished and we can not remove furniture . Thank you",London,1,1,12,1595,1595,No,Yes,No,Yes,No,14-Sep-21,6,No,No,No,Furnished,"London Euston, Rail Station",3,NW1,14-Sep-21
1209512,https://www.openrent.co.uk//1209512,"1 Bed Flat, Gloucester Place, W1U","We present you this beautiful 1 bedroom flat set on the 2nd floor of this period conversion of a portered building. Location wise this property is spot on with great transport links with Baker Street underground station being only under 5 minute walking distance away. The flat comprises wooden flooring easy to maintain, open plan kitchen with a large living room, high ceiling and large windows.Double bedroom has beautiful white wooden furniture offering plenty of storage. Bathroom is fully tilled in marble and on its plus side is definitely a large jacuzzi bathtub offering you comfort as well as an installed bide.A 10 minute walk to Bond Street one of the most popular ""shopping till you drop"" locations after which you can stroll down towards Regents or Hyde Park for some fresh air and touch of nature. - Flat is available NOW! -INCLUSIVE OF ALL BILLS EXCEPT COUNCIL TAX! Council tax = Â£66pcmGive us a call to arrange a viewing!",London,1,1,2,1938,1680,Yes,Yes,Yes,Yes,Yes,14-Sep-21,11,No,No,No,Furnished,Baker Street Station,4,W1U,14-Sep-21
1167968,https://www.openrent.co.uk//1167968,"Room in a Shared House, Crampton Street, SE17","This is the double Room (First Floor Small Room) in this wonderful and very large shared house available fully furnished in Elephant and Castle in Zone 1. Available to move in since 1 Nov 2021.The 3-storeys townhouse comprises a large kitchen with direct access to the private garden, a modern fitted kitchen, well-sized and proportionate double bedrooms, and two bathrooms.The property also benefits from a great and quiet location, excellent storage, and ALL BILLs ARE INCLUDED. Offered furnished.- ALL BILLs ARE INCLUDED, with high-speed internet.- extremely big shared open plan kitchen living room 45sqm sitting in the entire the ground floor- Individual security key lock for each room to keep your privacy.- a cleaner does 3 hours of cleaning once a month for communal areas.- Parks next to the house.- Perfect for professional sharers and students looking for a central living.- The house is spread over 3 floors and has 3 bathrooms, a private garden, and set on a quiet side road with parks around. Varies big supermarkets and restaurants are also nearby.- only Google Map 500m distance to the Elephant & Castle Station.- From Elephant & Castle Station, it is 5min underground to Bank, 8minunderground to Piccadilly Circus, and 8min cycle to London Eye.One small double room on the first floor left! Current tenants in the other rooms are 2 Chinese girls (one graduated as an MBA from The University of Warwick, and the other graduated as an MBA from Durham University)  and 1 Vietnamese boys (working in a software company).Students are welcome to enquire.No Pets, No Smokers, one person per room only.",London,4,3,1,850,850,Yes,Yes,No,No,No,01-Nov-21,1,Yes,No,No,Furnished,"Elephant And Castle, Rail Station",5,SE17,14-Sep-21
1206110,https://www.openrent.co.uk//1206110,"1 Bed Flat, Oval Mansions, SE11","Luxury one bedroom, ground floor garden flat situated in an exceptional period building. Nine minutes walk to Vauxhall Overland/Tube (Zone 1). Three minutes walk to Oval Tube (Zone 2).Three minutes from Tesco Superstore. Proximity to multiple restaurants including Pizza Express, Nandos, Amici and The Oval Lounge. Also surrounded by a variety of bars and coffee shops, with Starbucks, Italo delicatessen, The Riverside and Brunswick House all nearby. Large communal roof terrace (22m x 7m) offering one of the best real estate cricket views in the country (BBC News: ""the most desirable terrace in Britain""). Private garden (great for summertime barbecues), communal gardens, bike sheds, motorbike parking etc. Video door entry system and keyless security system. Solid oak floors, halogen lighting, stylish curtains. All appliances.No Agency fees. Private Landlord managed property. Oval Mansions (locally listed) is located on a very quiet street, a stone's throw away from the Oval Cricket Ground. Must be seen to be believed.",London,1,1,2,1955,1695,No,Yes,No,Yes,No,17-Sep-21,6,Yes,No,No,At tenant choice,Oval Station,5,SE11,14-Sep-21
1207096,https://www.openrent.co.uk//1207096,"2 Bed Flat, Kennington Oval, SE11","Luxury two bedroom, recently refurbished ground floor flat situated in an exceptional period building.Five minutes walk to Vauxhall Overland/Tube (Zone 1). Two minutes walk to Oval Tube (Zone 2).Three minutes from Tesco Superstore. Proximity to multiple restaurants including Pizza Express, Nandos, Amici and The Oval Lounge. Also surrounded by a variety of bars and coffee shops, with Starbucks, Italo delicatessen, The Riverside and Brunswick House all nearby.Large communal roof terrace (22m x 7m) offering the best real estate cricket view in the world (BBC News: ""the most desirable terrace in Britain"").Private patio, communal gardens, bike sheds and motorbike parking.Video door entry system and keyless security system.Solid oak floors, halogen lighting, stylish curtains. All appliances.No Agency fees. Private landlord managed property.Oval Mansions (locally listed) is located on a very quiet street, a stone's throw away from the Oval Cricket Ground. Must be seen to be believed.",London,2,1,2,2180,1915,No,Yes,No,Yes,No,01-Oct-21,12,Yes,No,No,At tenant choice,Oval Station,5,SE11,14-Sep-21
1206118,https://www.openrent.co.uk//1206118,"2 Bed Flat, Hans Place, W1H","We are proud to offer this delightful 2 bedroom, 2 bathroom flat in a great location.Available to move in from 06 September 2021. Property is offered furnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! SummaryRent Â£3,683.33 per month (Â£850.00 per week)Deposit / Bond is Â£4,249.99Minimum tenancy is 6 monthsMaximum number of tenants is 2",London,2,2,2,4249,3683,No,Yes,Yes,Yes,Yes,14-Sep-21,6,No,No,No,Furnished,Marylebone Station,5,W1H,14-Sep-21
1157648,https://www.openrent.co.uk//1157648,"2 Bed Flat, Oval Mansions, SE11","The Flat:Luxury two bedroom, 1 bathroom, first floor flat situated on a light south west corner of an exceptional period building.Â·      Large, dual aspect open-plan lounge/kitchen, communal gardens, bike sheds, motorbike parking etc.Â·      Video door entry system and intercom system.Â·      Solid oak floors in kitchen, halogen lighting, stylish curtains. All appliances.* Please note, the bedrooms are now carpeted.Oval Mansions:Â·      Large communal roof terrace (22m x7m) offering the best real estate cricket views in the world (BBC News: ""the most desirable terrace in Britain"").Â·     Five minutes walk to Vauxhall Overland/Tube (Zone 1).Three minutes walk to Oval Tube (Zone 2).Â·     Three minutes from Tesco Superstore. Proximity to multiple restaurants including Pizza Express, Nandos, Amici and The     Oval Lounge.Â·     Also surrounded by a variety of bars and coffee shops, with Starbucks, Italo delicatessen, The Riverside and Brunswick House all nearby.Â·     No Agency fees. Private Landlord managed property.",London,2,1,2,2336,2025,No,Yes,No,Yes,No,18-Sep-21,12,No,No,No,At tenant choice,Oval Station,5,SE11,14-Sep-21
1210811,https://www.openrent.co.uk//1210811,"1 Bed Flat, Alberta Street, SE17","A well appointed, 1 bed good size apartment with balcony in a quiet Kennington location overlooking gardens:A bright & spacious second floor apartment located in an established development.South facing balcony with views over the peaceful, landscaped communal gardens.  Recently refurbished to high standards and presented in excellent condition.Double glazed, fully furnished with new sofaClose to KENNINGTON TUBE STATION (NorthernLine) transport links & bus routes.Local shops, bars, community spaces & Kennington Park just a short walk away.The property comprises of a large, open plan living,kitchen & dining area, with balcony offFully fitted kitchen including integrated appliances: dishwasher, fridge-freezer & washer-dryer.Double bedroom with large walk-inwardrobe. Views onto balcony & over gardens.New stylish Bathroom with shower above & fitted units, plus useful hallway storage cupboard.Price: Â£1, 590 PCM by private tenancy agreement (To include: Service Charges, water & communal heating. So no gas or water bills).  Tenants only bills are electricity, council tax and internet provider.",London,1,1,2,1590,1590,Yes,Yes,Yes,Yes,No,17-Sep-21,12,Yes,No,No,Furnished,Kennington Station,3,SE17,14-Sep-21
1206132,https://www.openrent.co.uk//1206132,"Studio Flat, York Street, W1H","This apartment offers an ample reception room with a high-quality wood floor throughout, brand new furniture, a fully fitted kitchen open plan, a double bed and a nicely tiled bathroomOTHER BENEFITS:*Pre-wired for sky HD and DVD / Blu-ray Players, internet and telephone*CCTV cameras to main communal areas*All sockets and light fittings in dark nikel*Gas fired heating with high efficiency boilers with individual thermostatic radiator valves.*Mains powered smoke-heat and carbon monoxide (Co) detectors*All walls containing insulation and soundproofing stained with matt ecological colours*Spy hole to apartment entrance doorsThis Studio is situated inside the ""YORK SHELL"" a newly refurbished building in one of London's most prestigious residential location. Lying in the heart of Marylebone, York shell is surrounded by iconic contemporary architecture standing alongside expansive Georgian and Edwardian properties, which gives way to one of the oldest surviving residential walkways in London.The Property is surrounded by the exquisite shopping facilities of Oxford Street, Bond Street, Regents Street and some of the capital fines restaurants. Regents Park, Portman Square and Hyde Park are all within walking distance offering leisure public access.York Shell is ideally located to give you the best access to the UK's Top universities and educational institutions such as the British Museum and the British Library. In addition, the location is exceptionally well connected, for commuting within London, across the UK, and overseas travel.The nearest Tube Stations are Baker Street, Marylebone & Marble Arch, offering access to Central, Circle, Bakerloo, Hammersmith and City, and Metropolitan lines, providing easy access to the City and all major London airports.",London,1,1,2,1903,1650,No,Yes,Yes,No,Yes,14-Sep-21,6,No,No,No,Furnished,Marylebone Station,5,W1H,14-Sep-21
1010970,https://www.openrent.co.uk//1010970,"Studio Flat, Kings Cross Road, WC1X","We are proud to offer this delightful 1 bedroom, 1 bathroom studio flat in a great location. Available to students only.Available to move in from 02 September 2021. Property is offered unfurnished.Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing! SummaryRent Â£1,150.00 per month (Â£265.38 per week)Deposit / Bond is Â£1,150.00Minimum tenancy is 12 monthsMaximum number of tenants is 2",London,1,1,2,1150,1150,Yes,Yes,No,No,No,14-Sep-21,12,No,No,No,Unfurnished,King's Crosslondon,8,WC1X,14-Sep-21
1192192,https://www.openrent.co.uk//1192192,"2 Bed Flat, Kennington Oval, SE11","We are proud to offer this delightful 2 bedroom, 2 bathroom penthouse flat in a sought after location. The flat has a private terrace and access to our communal roof terrace.Available to move in straight away - Cricket View for Summer 2020 likely be available from our communal terrace!Â·       Five minutes walk to Vauxhall Overland/Tube (Zone 1). Three minutes walk to Oval Tube (Zone 2).Â·       Three minutes from Tesco Superstore. Proximity to multiple restaurants including Pizza Express, Nandos, Amici and The Oval Lounge. Also surrounded by a variety of bars and coffee shops, with Starbucks, Italo delicatessen, The Riverside and Brunswick House all nearby.Â·        Large communal roof terrace (22m x7m) offering the best real estate cricket views in the world (BBC News: ""the most desirable terrace in Britain"").Â·        Large,dual aspect open-plan lounge/kitchen, communal gardens, bike sheds,motorbike parking etc.Â·        Video door entry system and intercom system.Â·        Solid oak floors, halogen lighting, stylish curtains. All appliances.Â·       No Agency fees. Private Landlord managed property.",London,2,2,2,3250,2816,No,Yes,No,No,No,14-Sep-21,6,Yes,No,No,At tenant choice,Oval Station,5,SE11,14-Sep-21
1194178,https://www.openrent.co.uk//1194178,"1 Bed Flat, Oval Mansions, SE11","Luxury 1 Bedroom, 1 bathroom, furnished First floor flat situated in an exceptional period building.Â·      Large communal roof terrace (22m x7m) offering the best real estate cricket views in the world (BBC News: ""the most desirable terrace in Britain"").Â·     Five minutes walk to Vauxhall Overland/Tube (Zone 1).Three minutes walk to Oval Tube (Zone 2).Â·     Three minutes from Tesco Superstore. Proximity to multiple restaurants including Pizza Express, Nandos, Amici and The     Oval Lounge.Â·     Also surrounded by a variety of bars and coffee shops,with Starbucks, Italo delicatessen, The Riverside and Brunswick House all nearby.Â·      Large, dual aspect open-plan lounge/kitchen,communal gardens, bike sheds,motorbike parking etc.Â·      Video door entry system and intercom system.Â·      Solid oak floors, halogen lighting, stylish curtains. All appliances.Â·     No Agency fees. Private Landlord managed property.",London,1,1,2,1800,1560,No,Yes,No,No,No,18-Sep-21,6,No,No,No,Furnished,Oval Station,5,SE11,14-Sep-21
